run,sampled_lumi_VPDMB,prescale_VPDMB,lifetime_VPDMB,nevents_VPDMB,sampled_lumi_BHT2,prescale_BHT2,lifetime_BHT2,nevents_BHT2,BHT2_weight
13052015,9.5012e-06,66.49881744,0.909279361431401,237530.0,0.0053997886138425,1.0,0.909682713347921,16938.0,932.9596704347628
13052016,3.956824e-05,59.86100006,0.913421475572193,989206.0,0.0203276915684233,1.0,0.912335681402185,66093.0,894.8674000040915
13052017,4.998092e-05,57.0320015,0.899946775129536,1249523.0,0.0247404608152592,1.0,0.900252083187452,77432.0,920.6397045487963
13052018,5.056188e-05,50.5739975,0.912800645590843,1264047.0,0.0227367898722995,1.0,0.913677772822832,71959.0,889.247201092817
13052019,5.143044e-05,49.77200317,0.894349147526873,1285761.0,0.0221391658873635,1.0,0.895723517026065,61894.0,1035.5324133045513
13052020,4.9546e-05,58.91399765,0.910237005311154,1238650.0,0.0258199296728237,1.0,0.910077576744243,74046.0,985.3475107299779
13052036,8.52868e-06,278.94442749,0.7927215626823,213217.0,0.0186301169065652,1.0,0.793121817135795,37575.0,1583.6520019833758
13052037,2.321476e-05,248.41874695,0.84207544021038,580369.0,0.0452954853681481,1.0,0.840850041440452,90508.0,1590.6299459202194
13052039,2.694608e-05,202.30296326,0.912416181446825,673652.0,0.0433110478978726,1.0,0.912212175489329,84665.0,1609.2992941006273
13052042,3.063028e-05,158.1178894,0.907586971613922,765757.0,0.0388721435845723,1.0,0.906612501198351,75929.0,1592.9338978253809
13052043,3.220572e-05,145.50126648,0.906554599264397,805143.0,0.0380714184242018,1.0,0.907329422661315,73776.0,1589.2628034450872
13052045,3.361608e-05,133.16499329,0.912330989719751,840402.0,0.0365840437877655,1.0,0.912248509929466,70357.0,1590.4886395508308
13052046,3.302388e-05,126.1107254,0.875236623117059,825597.0,0.0341878554661034,1.0,0.873008145058358,66584.0,1559.7071467363855
13052047,2.31812e-06,114.91175842,0.885411564970528,57953.0,0.0021970826814231,1.0,0.883777239709443,4242.0,1566.994064186689
13052048,3.583752e-05,112.08132172,0.890150587383966,895938.0,0.0332090574672894,1.0,0.886953987900316,64181.0,1558.9864092616942
13052050,3.729684e-05,104.00299835,0.849430381536311,932421.0,0.0323223663395153,1.0,0.84850329220384,61565.0,1573.4384677842838
13052051,3.758736e-05,102.40844727,0.884254873507288,939684.0,0.032240758626203,1.0,0.885117080879184,61806.0,1558.5123056186244
13052052,3.83902e-05,96.46930695,0.868962875490172,959755.0,0.0312587060841683,1.0,0.869263407031115,60477.0,1531.473468407571
13052053,3.343112e-05,92.85760498,0.525144519559627,835778.0,0.0263204529895915,1.0,0.527826590203609,50375.0,1548.480644623162
13052056,1.232436e-05,85.38624573,1.0,308109.0,0.00845678651,1.0,1.0,16963.0,1550.9208739977933
13052057,0.0,81.09579468,1.0,0.0,0.0,1.0,1.0,0.0,
13052059,0.0,79.32484436,0.0,0.0,0.0,1.0,0.0,0.0,
13052061,1.880552e-05,79.94171906,0.81851094873338,470138.0,0.0128233028690427,1.0,0.816880385372142,24255.0,1546.434516296885
13052088,1.984696e-05,320.19262695,0.908395218395012,496174.0,0.0489460214235231,1.0,0.906600790895994,94093.0,1685.1139306341163
13053004,2.385728e-05,244.54724121,0.910578527587458,596432.0,0.0454945922104129,1.0,0.909081332757476,86639.0,1680.720929378938
13053005,2.661028e-05,201.66056824,0.88947902224478,665257.0,0.0422490641042908,1.0,0.8897229846666,80959.0,1657.5414765023431
13053006,2.851312e-05,184.31221008,0.913661463140556,712828.0,0.0416364443366266,1.0,0.914382725380528,78925.0,1665.9692153645128
13053007,3.123828e-05,154.1973877,0.908725097882987,780957.0,0.0386216765723114,1.0,0.907086062909436,72815.0,1650.81822836642
13053012,3.319664e-05,137.61489868,0.909562396944165,829916.0,0.037069130982421,1.0,0.910069750118507,67456.0,1694.0303580599511
13053013,2.520284e-05,129.14170837,0.916305472486348,630071.0,0.0265487843338504,1.0,0.915492688155578,48046.0,1692.050735235438
13053015,3.502852e-05,120.79118347,0.886825756785967,875713.0,0.0346357114586024,1.0,0.886155241564037,62782.0,1683.5786090366612
13053023,2.623824e-05,106.67500305,0.88622062651314,655956.0,0.023258200004815,1.0,0.88334657736406,39120.0,1782.9033602255072
13053027,3.96068e-05,87.39974213,0.900817469747142,990170.0,0.0291305982246562,1.0,0.900221838797141,54962.0,1573.5122633003853
13053028,4.024496e-05,85.14070892,0.837813270785737,1006124.0,0.0289464769534694,1.0,0.837749120750293,53791.0,1592.3770074782783
13053029,1.801532e-05,81.95514679,0.85257829504392,450383.0,0.0124615031171144,1.0,0.807470750295181,22780.0,1534.6064861995706
13054010,2.483092e-05,240.56265259,0.915669869699762,620773.0,0.0469182125308219,1.0,0.914608168007918,85339.0,1747.872001005756
13054023,8.76424e-06,105.0869751,0.90742610149276,219106.0,0.0078757164344325,1.0,0.9067791315214,14537.0,1582.7729544173797
13054043,2.904668e-05,193.89753723,0.911601326966105,726167.0,0.0414910775821892,1.0,0.910651924214825,78812.0,1784.6946185922704
